date,open,high,low,close,volume,amount,turnover,adj_close_hfq
2024-11-08,61.2,61.49,59.01,59.12,1322990,7922272847.0,1.23,156.78
2024-11-11,58.13,58.52,57.52,58.4,917160,5320862805.0,0.85,155.34
2024-11-12,58.4,58.97,56.88,57.01,962893,5557347301.0,0.89,152.56
2024-11-13,56.7,57.5,56.62,57.19,618245,3532487702.0,0.57,152.92
2024-11-14,57.19,58.09,56.9,57.0,663232,3815907812.0,0.62,152.54
2024-11-15,56.9,57.48,55.8,55.8,780597,4413936480.0,0.73,150.14
2024-11-18,56.1,57.16,55.38,55.76,684296,3851412802.0,0.64,150.06
2024-11-19,56.0,56.12,55.1,55.61,528193,2934893274.0,0.49,149.76
2024-11-20,55.62,55.8,55.2,55.46,469971,2605295420.0,0.44,149.46
2024-11-21,55.49,55.67,55.12,55.49,410245,2269302644.0,0.38,149.52
2024-11-22,55.47,55.47,53.0,53.03,1006808,5439029187.0,0.94,144.6
2024-11-25,53.0,53.25,52.14,52.57,702698,3704922205.0,0.65,143.68
2024-11-26,52.5,53.27,52.37,53.05,407618,2156122895.0,0.38,144.64
2024-11-27,53.06,53.6,52.79,53.55,444464,2366194483.0,0.41,145.64
2024-11-28,53.57,53.99,52.83,53.17,425502,2268917373.0,0.4,144.88
2024-11-29,53.15,54.42,53.04,53.25,563571,3018761403.0,0.52,145.04
2024-12-02,53.2,54.23,53.18,54.01,449606,2420512864.0,0.42,146.56
2024-12-03,53.85,54.61,53.55,54.43,470058,2544434591.0,0.44,147.4
2024-12-04,54.18,54.34,53.71,53.93,381887,2059281654.0,0.35,146.4
2024-12-05,53.69,54.05,53.49,53.68,295889,1589274038.0,0.27,145.9
2024-12-06,53.79,55.69,53.78,55.12,789837,4338822602.0,0.73,148.78
2024-12-09,54.95,55.3,54.45,54.83,510463,2801288362.0,0.47,148.2
2024-12-10,56.9,57.18,55.5,55.62,1000984,5649587635.0,0.93,149.78
2024-12-11,55.61,55.93,54.88,54.9,504784,2790301410.0,0.47,148.34
2024-12-12,54.96,55.85,54.7,55.58,526336,2909611957.0,0.49,149.7
2024-12-13,55.2,55.21,53.68,53.74,887096,4798656729.0,0.82,146.02
2024-12-16,53.71,53.99,52.93,53.12,658592,3512263334.0,0.61,144.78
2024-12-17,52.9,53.47,52.74,53.01,537694,2853899355.0,0.5,144.56
2024-12-18,53.33,53.68,52.88,52.94,504461,2683105293.0,0.47,144.42
2024-12-19,52.6,52.94,52.35,52.89,405496,2136614147.0,0.38,144.32
2024-12-20,52.89,53.23,52.52,52.62,461965,2437090038.0,0.43,143.78
2024-12-23,52.62,53.48,52.62,53.1,555505,2954746191.0,0.52,144.74
2024-12-24,53.08,53.83,53.0,53.78,495609,2654767330.0,0.46,146.1
2024-12-25,53.81,54.31,53.57,53.9,417399,2249897990.0,0.39,146.34
2024-12-26,53.89,53.94,53.36,53.45,379222,2031175519.0,0.35,145.44
2024-12-27,53.45,53.75,52.71,53.27,537757,2862446917.0,0.5,145.08
2024-12-30,53.22,53.9,53.21,53.9,533438,2865180504.0,0.5,146.34
2024-12-31,53.79,54.02,52.65,52.65,677118,3607846474.0,0.63,143.84
2025-01-02,52.7,52.73,50.39,50.71,948579,4877807223.0,0.88,139.96
2025-01-03,51.0,51.09,50.08,50.3,551352,2788346287.0,0.51,139.14
2025-01-06,50.55,50.62,49.83,50.34,413490,2077171909.0,0.38,139.22
2025-01-07,50.19,50.36,49.81,50.17,392787,1967557698.0,0.36,138.88
2025-01-08,50.18,50.58,49.55,50.3,510383,2555823167.0,0.47,139.14
2025-01-09,50.26,50.41,49.8,49.81,400821,2005089617.0,0.37,138.16
2025-01-10,49.82,50.08,48.9,48.95,522704,2576373866.0,0.49,136.44
2025-01-13,48.48,48.8,48.1,48.59,511393,2474824396.0,0.48,135.72
2025-01-14,48.59,49.58,48.5,49.36,615774,3024006484.0,0.57,137.26
2025-01-15,49.25,49.66,48.91,49.11,458029,2251226874.0,0.43,136.76
2025-01-16,49.3,49.75,48.93,49.25,415761,2052212529.0,0.39,137.04
2025-01-17,49.1,49.57,48.77,49.38,460747,2273441157.0,0.43,137.3
2025-01-20,49.72,50.3,49.66,49.81,491736,2458746694.0,0.46,138.16
2025-01-21,50.2,50.39,49.66,49.9,409951,2049216698.0,0.38,138.34
2025-01-22,49.72,49.92,48.85,48.95,530780,2606595142.0,0.49,136.44
2025-01-23,49.82,51.45,49.78,50.37,969105,4910872825.0,0.9,139.28
2025-01-24,50.18,51.37,50.1,50.86,616779,3140198840.0,0.57,140.26
2025-01-27,51.03,51.62,50.81,50.85,524547,2681560916.0,0.49,140.24
2025-02-05,50.98,51.0,49.67,49.72,583072,2921528575.0,0.54,137.98
2025-02-06,49.73,50.5,49.68,50.25,415037,2078321191.0,0.39,139.04
2025-02-07,50.18,51.44,49.84,50.88,725812,3679372001.0,0.67,140.3
2025-02-10,50.89,51.36,50.8,50.9,431815,2203839896.0,0.4,140.34
2025-02-11,51.2,51.24,50.37,50.52,381844,1931993468.0,0.35,139.58
2025-02-12,50.52,51.12,50.18,51.08,446994,2261445451.0,0.42,140.7
2025-02-13,50.92,51.78,50.81,51.02,590363,3019334998.0,0.55,140.58
2025-02-14,50.99,51.86,50.8,51.7,599772,3080098770.0,0.56,141.94
2025-02-17,51.83,52.38,51.41,51.84,625710,3245003133.0,0.58,142.22
2025-02-18,51.67,52.18,51.2,51.31,650082,3362664791.0,0.6,141.16
2025-02-19,51.19,51.83,51.02,51.45,464426,2388611401.0,0.43,141.44
2025-02-20,51.23,51.31,50.66,50.78,515385,2620444374.0,0.48,140.1
2025-02-21,50.99,51.5,50.46,51.2,668761,3415352331.0,0.62,140.94
2025-02-24,51.2,52.48,51.05,52.0,835823,4341042760.0,0.78,142.54
2025-02-25,51.5,52.1,50.85,50.98,642429,3298896562.0,0.6,140.5
2025-02-26,51.1,51.78,51.03,51.62,536578,2758370362.0,0.5,141.78
2025-02-27,51.78,51.8,51.12,51.62,547240,2813972257.0,0.51,141.78
2025-02-28,51.4,51.65,50.38,50.38,805268,4102825272.0,0.75,139.3
2025-03-03,50.55,50.82,50.06,50.33,423161,2135730015.0,0.39,139.2
2025-03-04,50.08,50.29,50.0,50.08,372432,1867141471.0,0.35,138.7
2025-03-05,50.18,50.55,50.01,50.38,455072,2287766876.0,0.42,139.3
2025-03-06,50.77,51.93,50.53,51.64,1045821,5369202399.0,0.97,141.82
2025-03-07,51.6,51.84,51.32,51.5,481479,2481121736.0,0.45,141.54
2025-03-10,51.51,51.66,50.78,51.25,611283,3121852670.0,0.57,141.04
2025-03-11,50.71,51.5,50.6,51.5,529147,2702757544.0,0.49,141.54
2025-03-12,51.5,51.6,51.01,51.15,470578,2410921164.0,0.44,140.84
2025-03-13,51.15,51.55,50.93,51.14,411448,2107254552.0,0.38,140.82
2025-03-14,51.33,53.89,51.21,53.47,1502449,7945017156.0,1.4,145.48
2025-03-17,53.47,53.62,53.1,53.38,605172,3229662145.0,0.56,145.3
2025-03-18,53.7,54.19,53.64,53.76,587740,3164655447.0,0.55,146.06
2025-03-19,53.68,54.3,53.57,54.07,509874,2751845206.0,0.47,146.68
2025-03-20,54.05,54.06,52.23,52.49,1140723,6007424559.0,1.06,143.52
2025-03-21,52.4,52.66,51.68,51.75,795715,4145943295.0,0.74,142.04
2025-03-24,51.82,52.28,51.82,52.13,508657,2646991166.0,0.47,142.8
2025-03-25,52.15,52.21,51.82,51.96,344402,1790739699.0,0.32,142.46
2025-03-26,51.98,52.09,51.72,51.72,403995,2094936176.0,0.38,141.98
2025-03-27,51.71,52.45,51.53,52.06,432169,2248679011.0,0.4,142.66
2025-03-28,52.2,52.37,51.85,51.96,353664,1841078406.0,0.33,142.46
2025-03-31,51.9,52.25,51.39,51.63,468390,2423816080.0,0.44,141.8
2025-04-01,51.6,51.86,51.41,51.62,394321,2035352505.0,0.37,141.78
2025-04-02,51.58,51.96,51.53,51.86,283274,1467236071.0,0.26,142.26
2025-04-03,51.39,52.0,51.38,51.48,373348,1927750540.0,0.35,141.5
2025-04-07,49.3,49.77,47.0,48.56,1727558,8362219629.0,1.61,135.66
2025-04-08,48.55,49.26,48.1,49.26,1117530,5446468218.0,1.04,137.06
2025-04-09,48.8,49.25,48.36,48.93,737907,3604799242.0,0.69,136.4
2025-04-10,49.36,49.8,49.21,49.48,657915,3258096138.0,0.61,137.5
2025-04-11,49.48,49.54,48.98,49.35,450121,2216984586.0,0.42,137.24
2025-04-14,49.6,49.85,49.44,49.48,387484,1922228962.0,0.36,137.5
2025-04-15,49.48,49.97,49.26,49.83,407762,2021902572.0,0.38,138.2
2025-04-16,49.72,50.17,49.4,49.88,467924,2323052330.0,0.43,138.3
2025-04-17,49.69,50.28,49.58,50.16,377043,1884423296.0,0.35,138.86
2025-04-18,50.05,50.66,49.95,50.44,338811,1706307228.0,0.31,139.42
2025-04-21,50.4,50.61,50.2,50.28,263784,1329681852.0,0.25,139.1
2025-04-22,50.2,50.79,50.12,50.57,355098,1793621626.0,0.33,139.68
2025-04-23,50.76,50.95,50.46,50.7,298773,1515452317.0,0.28,139.94
2025-04-24,50.7,51.48,50.7,51.22,423839,2170142049.0,0.39,140.98
2025-04-25,51.24,51.59,51.22,51.33,368499,1894916291.0,0.34,141.2
2025-04-28,50.42,51.34,50.03,51.21,518666,2632952959.0,0.48,140.96
2025-04-29,51.17,51.64,50.86,51.0,337540,1725062887.0,0.31,140.54
2025-04-30,51.1,51.55,50.68,50.71,377944,1927976843.0,0.35,139.96
2025-05-06,51.0,51.15,50.55,50.8,391512,1992284115.0,0.36,140.14
2025-05-07,51.42,51.63,51.03,51.18,420640,2156676084.0,0.39,140.9
2025-05-08,51.01,52.35,50.9,51.96,671350,3487932290.0,0.62,142.46
2025-05-09,51.91,52.16,51.75,51.75,290709,1507958915.0,0.27,142.04
2025-05-12,52.23,52.75,52.0,52.6,577372,3028226079.0,0.54,143.74
2025-05-13,52.79,52.79,52.25,52.46,403920,2117089329.0,0.38,143.46
2025-05-14,52.45,55.18,52.34,54.69,1577230,8541172666.0,1.47,147.92
2025-05-15,54.39,54.8,54.1,54.25,569303,3095268721.0,0.53,147.04
2025-05-16,54.05,54.44,53.38,53.39,466130,2499109899.0,0.43,145.32
2025-05-19,53.29,53.73,53.2,53.3,324266,1730493312.0,0.3,145.14
2025-05-20,53.45,54.18,53.4,53.68,352669,1895934592.0,0.33,145.9
2025-05-21,53.7,54.4,53.7,53.85,333066,1800759244.0,0.31,146.24
2025-05-22,53.76,53.99,53.53,53.84,240658,1294403114.0,0.22,146.22
2025-05-23,53.81,54.46,53.17,53.23,430491,2314052457.0,0.4,145.0
2025-05-26,53.16,54.15,53.0,53.4,388130,2078107531.0,0.36,145.34
2025-05-27,53.4,53.86,53.3,53.4,255725,1368911112.0,0.24,145.34
2025-05-28,53.4,53.69,53.12,53.29,261698,1396312012.0,0.24,145.12
2025-05-29,53.3,53.83,53.09,53.52,348683,1868004330.0,0.32,145.58
2025-05-30,53.37,53.69,52.85,53.28,417239,2221553128.0,0.39,145.1
2025-06-03,53.21,54.11,53.0,53.85,453738,2430686987.0,0.42,146.24
2025-06-04,53.61,54.15,53.61,53.76,430897,2322941429.0,0.4,146.06
2025-06-05,53.77,54.18,53.66,53.99,419100,2260023900.0,0.39,146.52
2025-06-06,54.0,54.12,53.35,53.41,408553,2191002621.0,0.38,145.36
2025-06-09,53.55,53.94,53.5,53.72,397887,2137162081.0,0.37,145.98
2025-06-10,53.71,54.1,53.31,53.43,467079,2510066317.0,0.43,145.4
2025-06-11,53.4,54.65,53.4,54.46,681830,3704026068.0,0.63,147.46
2025-06-12,54.3,55.33,54.03,54.81,589999,3231103730.0,0.55,148.16
2025-06-13,54.83,54.9,54.28,54.48,480229,2616565694.0,0.45,147.5
2025-06-16,54.33,54.58,54.06,54.32,496771,2697778320.0,0.46,147.18
2025-06-17,54.3,54.51,53.94,54.23,506289,2745763183.0,0.47,147.0
2025-06-18,54.18,54.28,53.3,53.81,469364,2518852918.0,0.44,146.16
2025-06-19,53.69,53.8,53.12,53.2,401881,2143533731.0,0.37,144.94
2025-06-20,53.19,54.86,53.19,54.74,847430,4606219515.0,0.79,148.02
2025-06-23,54.5,55.25,54.26,55.1,614705,3373267494.0,0.57,148.74
2025-06-24,55.21,56.97,55.2,56.79,1040798,5873914857.0,0.97,152.12
2025-06-25,56.8,58.0,56.58,57.88,1046131,5998384734.0,0.97,154.3
2025-06-26,57.79,58.08,57.47,57.58,500740,2888896788.0,0.47,153.7
2025-06-27,57.58,58.13,56.61,56.96,667632,3832894682.0,0.62,152.46
2025-06-30,55.5,55.95,55.13,55.48,564782,3133724720.0,0.52,152.71
2025-07-01,55.66,55.89,55.3,55.7,352746,1961556961.0,0.33,153.15
2025-07-02,55.7,56.01,55.35,55.81,395629,2204210316.0,0.37,153.37
2025-07-03,55.9,56.2,55.66,55.8,325101,1817404362.0,0.3,153.35
2025-07-04,55.7,57.39,55.43,56.57,654544,3695501729.0,0.61,154.89
2025-07-07,56.59,56.8,56.06,56.43,321763,1813966809.0,0.3,154.61
2025-07-08,56.4,56.78,56.11,56.45,343460,1939149952.0,0.32,154.65
2025-07-09,56.45,56.78,55.88,55.9,395463,2223715808.0,0.37,153.55
2025-07-10,55.9,57.58,55.81,57.13,828882,4726621457.0,0.77,156.01
2025-07-11,57.0,59.02,56.96,57.71,1076429,6269330973.0,1.0,157.17
2025-07-14,57.69,58.24,57.57,57.57,449058,2598863547.0,0.42,156.89
2025-07-15,57.75,57.96,56.98,57.1,441726,2535144762.0,0.41,155.95
2025-07-16,57.17,57.24,56.21,56.83,481825,2728239344.0,0.45,155.41
2025-07-17,56.7,57.06,56.68,56.81,277123,1575012870.0,0.26,155.37
2025-07-18,56.95,57.45,56.86,57.07,436240,2492884493.0,0.41,155.89
2025-07-21,57.15,57.75,56.9,57.19,466733,2671242929.0,0.43,156.13
2025-07-22,57.19,57.2,56.1,56.7,695203,3930402694.0,0.65,155.15
2025-07-23,56.84,58.38,56.81,58.0,869407,5020698335.0,0.81,157.75
2025-07-24,57.97,59.0,57.71,58.64,707737,4142271385.0,0.66,159.03
2025-07-25,58.3,58.55,57.82,58.08,508335,2958837440.0,0.47,157.91
2025-07-28,58.2,60.2,58.2,60.09,1221217,7297531197.0,1.13,161.93
2025-07-29,60.06,60.28,59.37,59.49,566092,3380012575.0,0.53,160.73
2025-07-30,59.48,61.33,59.35,60.71,921993,5600001966.0,0.86,163.17
2025-07-31,60.41,60.5,58.38,58.69,827601,4910516274.0,0.77,159.13
2025-08-01,58.68,59.06,58.08,58.2,488786,2860162236.0,0.45,158.15
2025-08-04,58.1,58.34,57.85,58.21,360078,2092312969.0,0.33,158.17
2025-08-05,58.3,59.41,58.2,59.14,482956,2837798909.0,0.45,160.03
2025-08-06,59.14,59.64,58.82,59.06,324469,1916931441.0,0.3,159.87
2025-08-07,59.11,59.46,58.53,58.88,327972,1932522823.0,0.3,159.51
2025-08-08,58.88,58.9,58.22,58.54,397933,2331643860.0,0.37,158.83
2025-08-11,58.77,59.14,58.47,58.47,431869,2535939661.0,0.4,158.69
2025-08-12,58.47,59.07,58.47,58.75,426985,2507882892.0,0.4,159.25
2025-08-13,58.92,59.4,58.46,58.61,728453,4285477115.0,0.68,158.97
2025-08-14,58.8,60.6,58.77,59.62,1022768,6132887145.0,0.95,160.99
2025-08-15,59.6,60.45,59.0,59.8,892968,5342602447.0,0.83,161.35
